year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2011,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap6bl719596,ca,46,27096,—,gray,nissan-infiniti lt,9800,10250,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2010,MINI,Cooper,Base,Hatchback,automatic,wmwmf3c57atz61989,ca,31,79673,gray,black,american road leasing inc,7625,7800,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,,3n1ab6ap4bl725638,ca,19,36588,white,gray,nissan motor acceptance corporation,9400,8000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mt7bw183448,ca,31,25235,black,black,nissan-infiniti lt,15900,16250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SL,Sedan,automatic,3n1ab6ap8bl698511,ca,24,80429,black,black,west coast acceptance,6900,8300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw9bw183840,ca,38,69268,white,beige,nissan-infiniti lt,17050,17500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,malibu,ls,sedan,automatic,1g1zb5ebxaf212632,ca,36,78416,black,gray,donlen corporation,7425,8100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv2bw682384,ca,42,13761,gray,black,nissan-infiniti lt,17500,18750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,BMW,7 Series,750Li,Sedan,automatic,wbakb8c56acy63438,ca,19,57943,white,gray,financial services remarketing (lease),28800,30750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cpxbt008985,ca,28,30842,silver,beige,nissan-infiniti lt,9775,10500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek7bu760873,ca,28,44746,silver,gray,toyota financial services,11100,11000,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2010,BMW,5 Series,535i,Sedan,automatic,wbanw1c51ac168020,ca,4,51630,gray,gray,remarketing by ge/manheim riverside,20100,18500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8bc151095,ca,38,100301,burgundy,black,santander consumer,7550,8400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp5bt008280,ca,36,31287,black,beige,nissan-infiniti lt,9725,11000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Grand Caravan,SXT,Minivan,,2d4rn5d18ar433746,ca,,45512,silver,—,cal west motors,9925,9800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap1bl719179,ca,19,48887,silver,gray,wells fargo dealer services,7950,7800,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2011,Toyota,Land Cruiser,Base,SUV,automatic,jtmhy7aj0b5011484,ca,47,44968,silver,gray,millennium cars,48200,45250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LS,Sedan,automatic,2g1wa5ek7a1212696,ca,36,134319,gray,gray,california auto finance,4100,4500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap1bn501932,ca,28,55991,blue,black,nissan-infiniti lt,10300,10500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp0bt008655,ca,42,19621,—,gray,nissan-infiniti lt,10600,12000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap8bl670529,ca,36,59597,blue,beige,nissan motor acceptance corporation,8350,9300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,Traverse,LT2,SUV,automatic,1gnlrged5aj210202,ca,27,78175,beige,black,exeter finance corp,13900,12900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Audi,Q7,3.6 Premium quattro,SUV,,wa1lyafe4ad000084,ca,,27299,gray,—,remarketing by ge/manheim riverside,30400,29000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,,3n1ab6ap2bl623710,ca,33,45535,white,gray,remarketing by ge/manheim southern california,9000,7400,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t4bf3ek7br162238,ca,26,49997,white,gray,skyhigh remarketing inc,10850,10750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,chrysler,town,& country lx,,automatic,2a4rr4dexar108511,ca,27,80174,white,gray,first investors servicing corp,7825,7500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek3bu227225,ca,28,37086,gold,gray,toyota scion of downtown la,11550,9250,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2010,BMW,3 Series,328i,Coupe,automatic,wbawv1c50ap123957,ca,23,47318,white,black,santander consumer,14800,14400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mtxbw572133,ca,42,37400,gray,gray,nissan-infiniti lt,14900,14500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp9bt003289,ca,28,28736,black,gray,nissan-infiniti lt,9925,10500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Ram,1500,ST,Quad Cab,automatic,1d7rv1gt2bs518168,ca,44,101607,silver,black,motor city buick gmc,15350,17800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Ram,1500,ST,Quad Cab,automatic,1d7rb1gkxbs538250,ca,39,30647,red,gray,s/s auto wholesale,16250,14100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Cadillac,CTS,Performance,Sedan,automatic,1g6dm5ev2a0139509,ca,35,63796,black,black,concord honda,14600,14900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Volvo,V50,T5 R-Design,Wagon,automatic,yv1672mw5b2637242,ca,38,56306,gray,black,northwestern chrys/j/d/ge,9250,8800,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2011,Ram,1500,SLT,Quad Cab,automatic,1d7rb1gp1bs624218,ca,41,97713,silver,—,american road leasing inc,12750,12250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Chevrolet,Camaro,LS,Coupe,automatic,2g1fa1ev5a9196759,ca,27,65404,silver,black,fratelli investment group,12050,13500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,BMW,1 Series,128i,Convertible,automatic,wbaun1c50avh82031,ca,44,19448,white,tan,aaero sweet company,18300,19000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Nissan,Murano,SV,SUV,,jn8az1mu6bw062780,ca,29,34892,black,black,nissan-infiniti lt,17400,15750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Volkswagen,Jetta,Base,Sedan,automatic,3vw2k7aj0bm377539,ca,1,33187,gray,black,vw credit,8075,6800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Nissan,Murano,SL,SUV,,jn8az1mu5bw066867,ca,38,21655,—,beige,nissan-infiniti lt,18900,20750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,Camaro,2LT,Coupe,automatic,2g1fc1ev8a9128157,ca,28,91337,black,gray,santander consumer,12900,14200,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du7b1369590,ca,34,41859,red,beige,toyota financial services,14750,15500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5apxbc862482,ca,43,30083,black,black,nissan-infiniti lt,17150,18000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Murano,SV,SUV,automatic,jn8az1mu7bw050850,ca,35,53770,gray,black,daimler daiichi corp,14500,15400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp8bt007656,ca,35,29377,black,beige,nissan-infiniti lt,10050,9500,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdz7aj6bm372298,ca,32,60318,white,black,wells fargo dealer services,8975,7700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Toyota,Tacoma,PreRunner V6,Double Cab,automatic,3tmju4gn9bm120560,ca,42,44257,white,gray,high bid trading co inc,21400,23000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap0bc846338,ca,33,31000,gray,black,nissan-infiniti lt,17100,18250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv1bw664216,ca,29,55481,silver,black,nissan-infiniti lt,14650,16500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Avalon,Base,Sedan,automatic,4t1bk3db2bu404344,ca,27,74871,—,beige,ge fleet services for itself/servicer,15450,12500,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2010,Acura,RDX,Base,SUV,automatic,5j8tb2h29aa005087,ca,28,80198,silver,beige,aaero sweet company,14150,14600,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,,jn8as5mv4bw687487,ca,24,62156,black,gray,nissan-infiniti lt,14200,12500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Sedan,automatic,3n1bc1ap7bl358853,ca,33,52444,black,black,wells fargo dealer services,6550,7000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdz7aj7bm327502,ca,1,82644,—,black,vw credit,7675,6200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,C-Class,C350 Sport,Sedan,automatic,wddgf5gb2af430893,ca,,88343,gray,—,apexcars net,13700,16300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Civic,EX,Coupe,automatic,2hgfg1b87ah524355,ca,,59970,white,gray,kearny pearson kia,8650,9600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Ford,Focus,SE,Sedan,automatic,1fahp3fn7aw200252,ca,27,80880,red,black,a l financial corporation,5950,6100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Civic,LX,Sedan,automatic,19xfa1f56ae061667,ca,2,153354,gray,gray,california republic bank,5750,5600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Ford,F-150,XL,Regular Cab,automatic,1ftmf1cw4aka89941,ca,2,140738,white,tan,enterprise fm exchange/tra/lease,4850,4100,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2010,Ford,F-250 Super Duty,XL,SuperCab,automatic,1ftsx2b50aea59594,ca,28,107271,white,gray,remarketing by ge/ge capital solutions,9525,8750,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2010,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4rn5d14ar210927,ca,19,120071,silver,black,jpmorgan chase bank n.a.,5950,4700,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2010,Jeep,Commander,Limited,SUV,automatic,1j4rh5gt1ac114015,ca,28,109977,black,black,premium auto wholesale,14250,10500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb0ar107976,ca,35,34107,black,black,hoehn motors inc,17050,16750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap8al718867,ca,28,43729,silver,gray,gm financial,7800,9100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,MINI,Cooper,Base,Hatchback,automatic,wmwmf3c58atz24109,ca,,75265,red,—,corona auto wholesale inc,7925,8600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl3h6xab026116,ca,33,82376,silver,gray,myrddin fleet services,15050,13500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f47aa092364,ca,35,120844,silver,black,ahfc/honda lease trust/hvt  inc.,8400,8800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Nissan,Xterra,X,SUV,automatic,5n1an0nw6ac502199,ca,,149497,red,—,mercedes benz of san francisco,6950,6300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Ford,Taurus,Limited,Sedan,automatic,1fahp2fw9ag154548,ca,,108617,black,black,rock honda,9725,7500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Jeep,Patriot,Sport,SUV,automatic,1j4nt2ga8ad560425,ca,28,96810,black,black,cig financial,6100,5800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Hyundai,Elantra,GLS,Sedan,automatic,kmhdu4ad5au179821,ca,38,60631,black,gray,hyundai motor finance,6550,7700,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2010,Toyota,RAV4,Sport,SUV,automatic,jtmwf4dv0ad016232,ca,37,76648,gray,black,corona auto wholesale inc,13350,13900,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Kia,Rio,Base,Sedan,,knadh4a36a6687779,ca,,110873,black,—,lancaster honda,4925,3600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,MINI,Cooper,Base,Convertible,automatic,wmwmr3c55atu98399,ca,41,25601,red,black,barber honda,12400,12250,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2010,Nissan,Altima Hybrid,Base,Sedan,automatic,1n4cl2apxac121099,ca,26,82088,silver,black,santander consumer,9950,8800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Infiniti,G37 Convertible,Base,G37 Convertible,automatic,jn1cv6fe6am354865,ca,46,25212,black,gray,nissan infiniti lt,22000,24750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Volkswagen,CC,Sport PZEV,Sedan,manual,wvwnp7an9ae564559,ca,1,102667,—,beige,vw credit,7750,4700,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2010,Nissan,Frontier,SE,Crew Cab,automatic,1n6ad0er9ac419400,ca,28,160351,silver,gray,bmw alphera/alphera financial services,9525,8500,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2010,Ford,Expedition,EL Limited,SUV,automatic,1fmjk1k56aeb68769,ca,39,89856,black,black,skyhigh remarketing inc,18550,18600,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Ford,Focus,SE,Sedan,manual,1fahp3fn3aw205447,ca,38,90395,white,black,jpmorgan chase bank n.a.,5675,5400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mazda,Mazda3,s Sport,Sedan,automatic,jm1bl1s67a1132403,ca,19,73406,white,black,jpmorgan chase bank n.a.,8225,7000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Ford,Taurus,SEL,Sedan,,1fahp2ew6ag123324,ca,28,110184,black,black,exeter finance corp,9475,7000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Ford,Escape,Limited,SUV,automatic,1fmcu0eg8akb92972,ca,19,86804,black,beige,remarketing by ge/manheim southern california,9425,6700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Acura,MDX,Base,SUV,automatic,2hnyd28859h509923,ca,42,100258,white,tan,nvp remarketing,18550,18250,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2010,Nissan,Sentra,2,Sedan,,3n1ab6ap5al604812,ca,2,65609,—,gray,nissan motor acceptance corporation,7000,5750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Lincoln,MKT,Base,Wagon,automatic,2lmhj5fr6abj13406,ca,32,99656,burgundy,black,tycon enterprises,12350,12400,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2010,Toyota,Sequoia,Platinum,SUV,automatic,5tdyy5g12as028002,ca,3,67475,black,gray,premium auto wholesale,26700,24500,Thu Feb 19 2015 04:00:00 GMT-0800 (PST)
2010,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1j4ba3h11al179700,ca,34,66137,silver,gray,dtg operations inc,20600,19200,Thu Feb 26 2015 03:30:00 GMT-0800 (PST)
2010,Nissan,Altima,3.5 SR,Sedan,automatic,1n4bl2apxan509451,ca,2,53207,black,black,jpmorgan chase bank n.a.,11300,9600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl3h60ab063188,ca,24,68318,black,gray,eddies memories,14700,13250,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2010,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f47aa191346,ca,2,47601,gray,black,ahfc/honda lease trust/hvt  inc.,10350,10300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Acura,TL,SH-AWD,Sedan,automatic,19uua96579a005646,ca,38,69666,blue,beige,premium auto wholesale,16350,18200,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2010,ford,e150,cargo commercial,,automatic,1ftne1ew2adb02761,ca,33,237880,white,gray,ford motor credit company llc,5150,6800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Volkswagen,GTI,PZEV,Hatchback,manual,wvwed7aj0aw068954,ca,36,104035,black,black,honda of pasadena,9675,9200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek9au565114,ca,26,105802,white,gray,aaero sweet company,8225,9000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be8aa573051,ca,34,57483,black,black,mercedes benz of laguna niguel,26700,26250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,ford,e350,club wagon,,automatic,1fdss3bl0ada72723,ca,28,93282,white,gray,vpsi  inc,11450,8250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Corolla,S,Sedan,automatic,1nxbu4ee8az281513,ca,29,41304,white,black,gm financial,9475,10300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Mazda,Mazda3,i Touring,Sedan,,jm1bl1sg3a1163933,ca,27,117982,gray,black,jpmorgan chase bank n.a.,4750,5500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Accord,LX,Sedan,automatic,1hgcp2f3xaa176069,ca,2,71443,silver,black,jpmorgan chase bank n.a.,9325,10000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,,,,,automatic,2fabp7bv5ax113795,ca,2,,white,black,enterprise fm exchange/tra/lease,3700,2200,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
2010,Toyota,Tundra,Tundra Grade,CrewMax Cab,automatic,5tfey5f18ax094617,ca,26,86735,white,beige,david wilsons villa ford,18600,18000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1j4ba3h12al210159,ca,29,62594,red,gray,dtg operations inc,19500,17500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Subaru,Forester,2.5X,SUV,,jf2sh6bc1ah911647,ca,,89565,,,walters auto sales/service inc,10100,10000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7bbxaa350858,ca,39,33638,black,brown,mercedes-benz financial services,37000,38000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Mercedes-Benz,E-Class,E350,Sedan,automatic,wddhf5gbxaa253575,ca,31,61131,black,black,jpmorgan chase bank n.a.,21500,23250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Lincoln,MKX,Base,SUV,automatic,2lmdj6jc3abj24595,ca,38,42774,white,black,galpin ford studio rentals,17600,17500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Mazda,Mazda3,s Grand Touring,Sedan,automatic,jm1bl1s69a1156668,ca,41,65910,black,black,first commonwealth fcu,8175,11000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Ford,F-150,XL,SuperCab,automatic,1ftex1cw2ake55543,ca,1,87443,silver,beige,wells fargo dealer services,10500,8600,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,E-Class,E350,Sedan,automatic,wddhf5gb2aa236009,ca,43,43888,white,off-white,mercedes-benz usa,21500,23500,Tue Jul 07 2015 09:30:00 GMT-0700 (PDT)
2010,Mercedes-Benz,S-Class,S600,Sedan,automatic,wddng7gb8aa357218,ca,36,41155,black,black,inter auto trade inc,48600,47000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Civic,LX,Sedan,automatic,19xfa1f59ae036813,ca,23,64175,white,beige,jpmorgan chase bank n.a.,8525,8100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,S-Class,S600,Sedan,automatic,wddng7gb7aa321374,ca,46,51023,—,black,mercedes-benz usa,45100,40000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2010,Toyota,Corolla,LE,Sedan,automatic,jtdbu4ee8a9117993,ca,25,38491,silver,gray,wells fargo dealer services,8850,11100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Acura,MDX,Base,SUV,automatic,2hnyd28789h520812,ca,28,126411,silver,beige,farm credit leasing exchange inc,14750,13000,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2010,Ford,Focus,SE,Sedan,automatic,1fahp3fn9aw296661,ca,36,49974,blue,gray,primeritus remarketing/loan service center,7075,7700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Ford,F-150,XLT,SuperCab,automatic,1ftex1ev5afb55279,ca,47,61616,white,black,motor city buick gmc,19850,34250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Jeep,Compass,Sport,SUV,automatic,1j4nt4fb9ad578762,ca,34,95161,orange,black,santander consumer,6075,6600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Nissan,Murano,SL,SUV,automatic,jn8az1mu5aw016565,ca,35,40051,burgundy,black,toyota scion of downtown la,16550,12500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Civic,LX,Sedan,automatic,2hgfa1f59ah310078,ca,34,92060,silver,gray,wescom credit union,7400,8400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Highlander,Base,SUV,automatic,5tdza3eh4as001378,ca,22,112920,white,beige,buyers auto sales,12250,11300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Pilot,Touring,SUV,automatic,5fnyf3h96ab015840,ca,47,72985,white,gray,century dealer services corp,17300,21000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Infiniti,G37 Convertible,Base,G37 Convertible,automatic,jn1cv6fe4am355075,ca,41,45009,purple,gray,nissan infiniti lt,19950,21000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ev7afd27190,ca,2,90017,white,gray,enterprise veh exchange/rental,17800,15000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Kia,Forte,EX,Sedan,automatic,knafu4a23a5222152,ca,39,47266,white,purple,santander consumer,7125,9000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb4ar122710,ca,28,32005,white,black,exeter finance corp,17050,19000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Dodge,Grand Caravan,SXT,Minivan,,2d4rn5d19ar458784,ca,,93679,white,—,kia of cerritos,7350,7750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Jeep,Wrangler,Sport,SUV,manual,1j4ga2d19al101879,ca,19,106389,silver,black,wells fargo dealer services,14150,9900,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2010,Volkswagen,Tiguan,SE,SUV,automatic,wvgav7ax6aw512463,ca,43,89705,white,black,orange coast chrysler jeep dodge,8050,8600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,pontiac,g6,4c,,automatic,1g2za5eb4a4103528,ca,22,75965,silver,black,a l financial corporation,7075,6000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Lincoln,MKX,Base,SUV,automatic,2lmdj8jc8abj02992,ca,,110772,white,—,rab motors,11500,7000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Nissan,Cube,1.8 SL,Wagon,manual,jn8az2kr0at157503,ca,29,109785,blue,black,nissan motor acceptance corporation,5125,5000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Odyssey,LX,Minivan,automatic,5fnrl3h27ab080213,ca,27,79116,white,tan,high bid trading co inc,9825,12500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Ford,Transit Connect,Cargo Van XLT,Minivan,automatic,nm0ls7dn7at040126,ca,,48195,white,gray,donlen corporation,10750,9300,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2010,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1sfxa1316296,ca,37,75707,gray,black,wells fargo dealer services,6825,8400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mitsubishi,Outlander,ES,SUV,automatic,ja4as2aw0az019183,ca,44,31776,black,black,exeter finance corp,8625,10100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Volkswagen,Jetta,Wolfsburg Edition PZEV,Sedan,manual,3vwra7aj4am094044,ca,1,88181,white,black,vw credit,7550,4500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2010,Kia,Forte,EX,Sedan,automatic,knafu4a27a5243523,ca,31,45439,silver,gray,kia motors finance,7650,6400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2010,Hyundai,Accent,Blue,Hatchback,manual,kmhcm3ac4au163512,ca,,69435,blue,black,mazda of orange,3100,3100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Ford,Focus,S,Sedan,manual,1fahp3en1aw152829,ca,,84426,black,beige,s/n auto imports,4950,4700,Wed Dec 17 2014 12:45:00 GMT-0800 (PST)
2010,Scion,xB,Base,Wagon,automatic,jtlze4fe4a1107698,ca,2,85988,silver,black,toyota financial services,7775,7300,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2010,Volkswagen,New Beetle,2.5L Red Rock Edition PZEV,Hatchback,automatic,3vwrg3ag5am018568,ca,31,65937,white,tan,nextgear capital,7300,7100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
